0.057843425,0.080736502,0.08887437
0.057904788,0.080822151,0.088968652
0.057971948,0.080915892,0.089071842
0.058045041,0.081017913,0.089184146
0.058145187,0.081157695,0.089338017
0.058254544,0.081310333,0.089506041
0.058389974,0.081499363,0.089714123
0.05852771,0.081691611,0.08992575
0.058664274,0.081882225,0.090135576
0.058783119,0.082048105,0.090318176
0.058766961,0.082025552,0.09029335
0.058814991,0.082092591,0.090367147
0.058877795,0.082180251,0.090463642
0.058921776,0.08224164,0.090531219
0.058948601,0.082279081,0.090572434
0.05896139,0.082296931,0.090592083
0.058966552,0.082304137,0.090600015
0.058964104,0.08230072,0.090596254
0.058956711,0.082290401,0.090584895
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
0.058945256,0.082274413,0.090567295
